GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA geoid 1637,GEOGRAPHY*NAME_CLASS*U,Earl of Belcarres,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1638,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-08-18,FAULHABER,2024-09-22,FAULHABER,,,,,Earl of Belcarres (condado)
BETA geoid 2920,GEOGRAPHY*NAME_CLASS*U,Villamayor de los Montes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-08,PEREA,,,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Villamayor_de_los_Montes,Wikipedia,2024-07-08,Villamayor de los Montes
BETA geoid 2921,GEOGRAPHY*NAME_CLASS*U,Amsterdam,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1820,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Amsterdam
BETA geoid 2922,GEOGRAPHY*NAME_CLASS*U,Ann Arbor,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2540,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Ann Arbor
BETA geoid 2923,GEOGRAPHY*NAME_CLASS*U,Baltimore,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2924,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,2024-09-16,FAULHABER,,,,,Baltimore
BETA geoid 2924,GEOGRAPHY*NAME_CLASS*U,Maryland,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,2024-09-16,FAULHABER,,,,,Maryland (estado)
BETA geoid 2925,GEOGRAPHY*NAME_CLASS*U,Indiana,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Indiana (estado)
BETA geoid 2926,GEOGRAPHY*NAME_CLASS*U,North Carolina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,North Carolina (estado)
BETA geoid 2927,GEOGRAPHY*NAME_CLASS*U,Minnesota,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 8603,,,Q1397,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1397,Wikidata,2024-05-29,Minnesota (estado)
BETA geoid 2928,GEOGRAPHY*NAME_CLASS*U,Louisiana,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 8603,,,Q1397,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1397,Wikidata,2024-05-29,Louisiana (estado)
BETA geoid 2929,GEOGRAPHY*NAME_CLASS*U,New Hampshire,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 8603,,,Q1397,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1397,Wikidata,2024-05-29,New Hampshire (estado)
BETA geoid 2930,GEOGRAPHY*NAME_CLASS*U,New Jersey,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 8603,,,Q1397,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1397,Wikidata,2024-05-29,New Jersey (estado)
BETA geoid 2931,GEOGRAPHY*NAME_CLASS*U,Texas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Texas (estado)
BETA geoid 2932,GEOGRAPHY*NAME_CLASS*U,New Mexico,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,New Mexico (estado)
BETA geoid 2933,GEOGRAPHY*NAME_CLASS*U,South Carolina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,South Carolina (estado)
BETA geoid 2934,GEOGRAPHY*NAME_CLASS*U,Arkansas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Arkansas (estado)
BETA geoid 2935,GEOGRAPHY*NAME_CLASS*U,Missouri,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Missouri (estado)
BETA geoid 2936,GEOGRAPHY*NAME_CLASS*U,Virginia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Virginia (estado)
BETA geoid 2937,GEOGRAPHY*NAME_CLASS*U,Florida,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Florida (estado)
BETA geoid 2939,GEOGRAPHY*NAME_CLASS*U,Kansas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Kansas (estado)
BETA geoid 2940,GEOGRAPHY*NAME_CLASS*U,Tennessee,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Tennessee (estado)
BETA geoid 2941,GEOGRAPHY*NAME_CLASS*U,Iowa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,BETA bibid 4572,,,Q1400,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1400,Wikidata,2024-02-16,Iowa (estado)
BETA geoid 2942,GEOGRAPHY*NAME_CLASS*U,Puerto Rico,,,,,,,GEOGRAPHY*CLASS*P,,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Puerto Rico
BETA geoid 2943,GEOGRAPHY*NAME_CLASS*U,Rossiya,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Rossiya (nación)
BETA geoid 2944,GEOGRAPHY*NAME_CLASS*U,Filipinas,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2427,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Filipinas (nación)
BETA geoid 2945,GEOGRAPHY*NAME_CLASS*U,Hrvatska,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Hrvatska (nación)
BETA geoid 2946,GEOGRAPHY*NAME_CLASS*U,Cuba,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Cuba (nación)
BETA geoid 2947,GEOGRAPHY*NAME_CLASS*U,Venezuela,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,2024-09-16,FAULHABER,,,,,Venezuela (nación)
BETA geoid 2948,GEOGRAPHY*NAME_CLASS*U,Norge,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Norge (nación)
BETA geoid 2949,GEOGRAPHY*NAME_CLASS*U,Bethesda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2924,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Bethesda
BETA geoid 2950,GEOGRAPHY*NAME_CLASS*U,Bloomington,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Bloomington
BETA geoid 2951,GEOGRAPHY*NAME_CLASS*U,Bryn Mawr,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2192,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Bryn Mawr
BETA geoid 2952,GEOGRAPHY*NAME_CLASS*U,Chapel Hill,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2926,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Chapel Hill
BETA geoid 2953,GEOGRAPHY*NAME_CLASS*U,Cincinnati,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2415,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Cincinnati
BETA geoid 2954,GEOGRAPHY*NAME_CLASS*U,Cleveland,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2415,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Cleveland
BETA geoid 2955,GEOGRAPHY*NAME_CLASS*U,Dallas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2931,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Dallas
BETA geoid 2956,GEOGRAPHY*NAME_CLASS*U,Devon,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2192,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Devon
BETA geoid 2957,GEOGRAPHY*NAME_CLASS*U,Elvas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1142,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,FAULHABER,,,,,,,Elvas
BETA geoid 2958,GEOGRAPHY*NAME_CLASS*U,Freiburg-im-Bresgau,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Freiburg-im-Bresgau
BETA geoid 2959,GEOGRAPHY*NAME_CLASS*U,Cologny,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2237,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Cologny
BETA geoid 2960,GEOGRAPHY*NAME_CLASS*U,Göttingen,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,2024-09-19,FAULHABER,,,,,Göttingen
BETA geoid 2961,GEOGRAPHY*NAME_CLASS*U,Hannover,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Hannover
BETA geoid 2962,GEOGRAPHY*NAME_CLASS*U,Ithaca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1955,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,2024-09-19,FAULHABER,,,,,Ithaca
BETA geoid 2963,GEOGRAPHY*NAME_CLASS*U,Kórnik pod Poznaniem,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2542,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Kórnik pod Poznaniem
BETA geoid 2964,GEOGRAPHY*NAME_CLASS*U,Leeds,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2543,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Leeds
BETA geoid 2965,GEOGRAPHY*NAME_CLASS*U,Mafra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1142,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Mafra
BETA geoid 2966,GEOGRAPHY*NAME_CLASS*U,Maó,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Maó
BETA geoid 2967,GEOGRAPHY*NAME_CLASS*U,Maihingen,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Maihingen
BETA geoid 2968,GEOGRAPHY*NAME_CLASS*U,Vila Viçosa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1142,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Vila Viçosa
BETA geoid 2969,GEOGRAPHY*NAME_CLASS*U,Minneapolis,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2927,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Minneapolis
BETA geoid 2970,GEOGRAPHY*NAME_CLASS*U,Modena,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Modena
BETA geoid 2971,GEOGRAPHY*NAME_CLASS*U,Montecassino,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,2965.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,FAULHABER,,,,,,,Montecassino
