GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA geoid 3040,GEOGRAPHY*NAME_CLASS*U,Oxford,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2415,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Oxford
BETA geoid 3041,GEOGRAPHY*NAME_CLASS*U,St. Louis,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2935,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,St. Louis
BETA geoid 3042,GEOGRAPHY*NAME_CLASS*U,Charlottesville,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2936,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Charlottesville
BETA geoid 3043,GEOGRAPHY*NAME_CLASS*U,College Station,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2931,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,College Station
BETA geoid 3044,GEOGRAPHY*NAME_CLASS*U,La Habana,,,,,,,,,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2946,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,La Habana
BETA geoid 3045,GEOGRAPHY*NAME_CLASS*U,Santiago,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2331,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Santiago
BETA geoid 3046,GEOGRAPHY*NAME_CLASS*U,Coral Gables,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2937,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Coral Gables
BETA geoid 3047,GEOGRAPHY*NAME_CLASS*U,Detroit,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2540,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Detroit
BETA geoid 3048,GEOGRAPHY*NAME_CLASS*U,Groningen,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Groningen
BETA geoid 3049,GEOGRAPHY*NAME_CLASS*U,Lubbock,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2931,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Lubbock
BETA geoid 3050,GEOGRAPHY*NAME_CLASS*U,Evanston,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1474,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Evanston
BETA geoid 3051,GEOGRAPHY*NAME_CLASS*U,Gainesville,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2937,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Gainesville
BETA geoid 3052,GEOGRAPHY*NAME_CLASS*U,Storrs,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2740,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Storrs
BETA geoid 3053,GEOGRAPHY*NAME_CLASS*U,Sydney,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1481,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Sydney
BETA geoid 3054,GEOGRAPHY*NAME_CLASS*U,Weimar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,2024-09-18,FAULHABER,,,,,Weimar
BETA geoid 3055,GEOGRAPHY*NAME_CLASS*U,Lawrence,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2939,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Lawrence
BETA geoid 3056,GEOGRAPHY*NAME_CLASS*U,Würzburg,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Würzburg
BETA geoid 3057,GEOGRAPHY*NAME_CLASS*U,Boulder,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2993,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Boulder
BETA geoid 3058,GEOGRAPHY*NAME_CLASS*U,Nashville,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2940,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Nashville
BETA geoid 3059,GEOGRAPHY*NAME_CLASS*U,Langres,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Langres
BETA geoid 3060,GEOGRAPHY*NAME_CLASS*U,Caracas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2947,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Caracas
BETA geoid 3062,GEOGRAPHY*NAME_CLASS*U,Braga,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1142,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Braga
BETA geoid 3063,GEOGRAPHY*NAME_CLASS*U,Vimbodí i Poblet,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Vimbodí i Poblet
BETA geoid 3064,GEOGRAPHY*NAME_CLASS*U,Gubbio,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Gubbio
BETA geoid 3065,GEOGRAPHY*NAME_CLASS*U,Göteborg,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1392,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Göteborg
BETA geoid 3066,GEOGRAPHY*NAME_CLASS*U,Santa Fe,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2932,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Santa Fe
BETA geoid 3067,GEOGRAPHY*NAME_CLASS*U,Dubuque,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2941,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Dubuque
BETA geoid 3068,GEOGRAPHY*NAME_CLASS*U,Hanover,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2929,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Hanover
BETA geoid 3069,GEOGRAPHY*NAME_CLASS*U,Monterrey,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1020,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Monterrey
BETA geoid 3070,GEOGRAPHY*NAME_CLASS*U,Puigcerdá,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Puigcerdá
BETA geoid 3071,GEOGRAPHY*NAME_CLASS*U,Quincy,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1479,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Quincy
BETA geoid 3072,GEOGRAPHY*NAME_CLASS*U,Vilanova i la Geltrú,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Vilanova i la Geltrú
BETA geoid 3073,GEOGRAPHY*NAME_CLASS*U,Milwaukee,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2486,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Milwaukee
BETA geoid 3075,GEOGRAPHY*NAME_CLASS*U,Troyes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,FAULHABER,,,,,,,Troyes
BETA geoid 3076,GEOGRAPHY*NAME_CLASS*U,Le Mans,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Le Mans
BETA geoid 3077,GEOGRAPHY*NAME_CLASS*U,Engelberg,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2237,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Engelberg
BETA geoid 3079,GEOGRAPHY*NAME_CLASS*U,Livorno,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Livorno
BETA geoid 3080,GEOGRAPHY*NAME_CLASS*U,Ames,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2941,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Ames
BETA geoid 3081,GEOGRAPHY*NAME_CLASS*U,Broni,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Broni
BETA geoid 3082,GEOGRAPHY*NAME_CLASS*U,Bristol,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2543,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Bristol
BETA geoid 3083,GEOGRAPHY*NAME_CLASS*U,Albi,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Albi
BETA geoid 3084,GEOGRAPHY*NAME_CLASS*U,Beaune,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Beaune
BETA geoid 3085,GEOGRAPHY*NAME_CLASS*U,Coutances,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Coutances
BETA geoid 3086,GEOGRAPHY*NAME_CLASS*U,Metz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Metz
BETA geoid 3087,GEOGRAPHY*NAME_CLASS*U,Colorno,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Colorno
BETA geoid 3088,GEOGRAPHY*NAME_CLASS*U,Ponta Delgada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1142,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Ponta Delgada
BETA geoid 3089,GEOGRAPHY*NAME_CLASS*U,Tudanca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Tudanca
BETA geoid 3090,GEOGRAPHY*NAME_CLASS*U,Onteniente,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Onteniente
BETA geoid 3091,GEOGRAPHY*NAME_CLASS*U,Arouca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1142,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Arouca
BETA geoid 3092,GEOGRAPHY*NAME_CLASS*U,Oslo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2948,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Oslo
BETA geoid 3093,GEOGRAPHY*NAME_CLASS*U,Camerino,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Camerino
BETA geoid 3094,GEOGRAPHY*NAME_CLASS*U,Palestrina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1029,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Palestrina
BETA geoid 3095,GEOGRAPHY*NAME_CLASS*U,Allendale,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2540,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Allendale
BETA geoid 3096,GEOGRAPHY*NAME_CLASS*U,East Lansing,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2540,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,East Lansing
BETA geoid 3098,GEOGRAPHY*NAME_CLASS*U,Budapest,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1766,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Budapest
BETA geoid 3099,GEOGRAPHY*NAME_CLASS*U,Xalapa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1020,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Xalapa
BETA geoid 3100,GEOGRAPHY*NAME_CLASS*U,Rostock,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1248,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,2024-09-19,FAULHABER,,,,,Rostock
BETA geoid 3101,GEOGRAPHY*NAME_CLASS*U,Bregenz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,2024-09-19,FAULHABER,,,,,Bregenz
BETA geoid 3102,GEOGRAPHY*NAME_CLASS*U,Nantes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Nantes
BETA geoid 3103,GEOGRAPHY*NAME_CLASS*U,Český Krumlov,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 2489,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Český Krumlov
BETA geoid 3104,GEOGRAPHY*NAME_CLASS*U,Châlons-en-Champagne,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,2024-09-19,FAULHABER,,,,,Châlons-en-Champagne
BETA geoid 3105,GEOGRAPHY*NAME_CLASS*U,Innsbruck,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,Innsbruck
BETA geoid 3106,GEOGRAPHY*NAME_CLASS*U,San Marino,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1836,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,FAULHABER,,,,,,,San Marino
BETA geoid 3107,GEOGRAPHY*NAME_CLASS*U,Irvine,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1836,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-20,FAULHABER,,,,,,,Irvine
