pbid,item,itemLabel
BETA geoid 2238,https://database.factgrid.de/entity/Q246554,Cantón de Ginebra
BETA geoid 2297,https://database.factgrid.de/entity/Q217713,Hampshire
BETA geoid 2371,https://database.factgrid.de/entity/Q217695,Durham
BETA geoid 2448,https://database.factgrid.de/entity/Q217679,Berkshire
BETA geoid 1492,https://database.factgrid.de/entity/Q217724,Leicester
BETA geoid 2124,https://database.factgrid.de/entity/Q217761,Wiltshire
BETA geoid 2835,https://database.factgrid.de/entity/Q21938,Principado de Asturias
BETA geoid 1369,https://database.factgrid.de/entity/Q350783,Montalbán
BETA geoid 1575,https://database.factgrid.de/entity/Q350872,Montizón
BETA geoid 1131,https://database.factgrid.de/entity/Q350650,Miranda del Castañar
BETA geoid 1521,https://database.factgrid.de/entity/Q351052,Munébrega
BETA geoid 1074,https://database.factgrid.de/entity/Q351867,Oviedo
BETA geoid 1075,https://database.factgrid.de/entity/Q351958,Palencia
BETA geoid 1520,https://database.factgrid.de/entity/Q351660,Olmedo
BETA geoid 1082,https://database.factgrid.de/entity/Q351688,Oña
BETA geoid 1070,https://database.factgrid.de/entity/Q350765,Monistrol de Montserrat
BETA geoid 1376,https://database.factgrid.de/entity/Q355086,Soria
BETA geoid 1044,https://database.factgrid.de/entity/Q354241,Sant Cugat del Vallès
BETA geoid 1536,https://database.factgrid.de/entity/Q350791,Montánchez
BETA geoid 1284,https://database.factgrid.de/entity/Q355515,Toro
BETA geoid 1291,https://database.factgrid.de/entity/Q356387,Vicuña
BETA geoid 1374,https://database.factgrid.de/entity/Q356057,Valderredible
BETA geoid 1281,https://database.factgrid.de/entity/Q355608,Torrelobatón
BETA geoid 1154,https://database.factgrid.de/entity/Q355843,Uceda
BETA geoid 1551,https://database.factgrid.de/entity/Q356414,Viguera
BETA geoid 1067,https://database.factgrid.de/entity/Q350472,Medina del Campo
BETA geoid 1068,https://database.factgrid.de/entity/Q350746,Mondoñedo
BETA geoid 1084,https://database.factgrid.de/entity/Q354809,Segovia
BETA geoid 1543,https://database.factgrid.de/entity/Q352117,Pastrana
BETA geoid 1502,https://database.factgrid.de/entity/Q350173,Maella
BETA geoid 1053,https://database.factgrid.de/entity/Q353849,San Lorenzo de El Escorial
BETA geoid 1085,https://database.factgrid.de/entity/Q354815,Segura
BETA geoid 1087,https://database.factgrid.de/entity/Q354955,Sigüenza
BETA geoid 1549,https://database.factgrid.de/entity/Q356740,Villaescusa de Haro
BETA geoid 1555,https://database.factgrid.de/entity/Q355813,Tudela
BETA geoid 1542,https://database.factgrid.de/entity/Q353137,Renera
BETA geoid 1117,https://database.factgrid.de/entity/Q351828,Osuna
BETA geoid 1497,https://database.factgrid.de/entity/Q350703,Molina de Aragón
BETA geoid 1545,https://database.factgrid.de/entity/Q354872,Sepúlveda
BETA geoid 1007,https://database.factgrid.de/entity/Q351083,Murcia
BETA geoid 1535,https://database.factgrid.de/entity/Q356746,Villafáfila
BETA geoid 1557,https://database.factgrid.de/entity/Q355914,Usagre
BETA geoid 1092,https://database.factgrid.de/entity/Q355847,Uclés
BETA geoid 1544,https://database.factgrid.de/entity/Q357491,Zorita de los Canes
BETA geoid 1498,https://database.factgrid.de/entity/Q355291,Tarazona
BETA geoid 1574,https://database.factgrid.de/entity/Q354811,Segura de la Sierra
BETA geoid 1572,https://database.factgrid.de/entity/Q355303,Tarragona
BETA geoid 1011,https://database.factgrid.de/entity/Q357420,Zaragoza
BETA geoid 1534,https://database.factgrid.de/entity/Q806479,Vega de San Martín
BETA geoid 2105,https://database.factgrid.de/entity/Q358505,Crato
BETA geoid 1674,https://database.factgrid.de/entity/Q349333,La Rioja
BETA geoid 2050,https://database.factgrid.de/entity/Q439923,Península Ibérica
BETA geoid 2878,https://database.factgrid.de/entity/Q351233,Navarra
BETA geoid 2179,https://database.factgrid.de/entity/Q534912,Imperio Turco Otomano
BETA geoid 1035,https://database.factgrid.de/entity/Q636081,Cataluña
BETA geoid 1054,https://database.factgrid.de/entity/Q348465,Granada Provincia
BETA geoid 1013,https://database.factgrid.de/entity/Q345246,Burgos provincia
BETA geoid 1664,https://database.factgrid.de/entity/Q344405,Islas Baleares
BETA geoid 1066,https://database.factgrid.de/entity/Q346696,Comunidad de Madrid
BETA geoid 1554,https://database.factgrid.de/entity/Q351233,Navarra
BETA geoid 1652,https://database.factgrid.de/entity/Q342886,A Coruña Provincia
BETA geoid 1607,https://database.factgrid.de/entity/Q343305,Albacete Provincia
BETA geoid 1665,https://database.factgrid.de/entity/Q343627,Alicante Provincia
BETA geoid 1666,https://database.factgrid.de/entity/Q344508,Barcelona Provincia
BETA geoid 1686,https://database.factgrid.de/entity/Q343696,Almería Provincia
BETA geoid 1332,https://database.factgrid.de/entity/Q344362,Badajoz Provincia
BETA geoid 1667,https://database.factgrid.de/entity/Q345417,Cádiz Provincia
BETA geoid 1538,https://database.factgrid.de/entity/Q345401,Cáceres Provincia
BETA geoid 1669,https://database.factgrid.de/entity/Q346585,Ciudad Real Provincia
BETA geoid 1688,https://database.factgrid.de/entity/Q346753,Córdoba Provincia
BETA geoid 1682,https://database.factgrid.de/entity/Q344968,Bizkaia Provincia
BETA geoid 1668,https://database.factgrid.de/entity/Q346078,Castellón Provincia
BETA geoid 1563,https://database.factgrid.de/entity/Q348797,Huesca Provincia
BETA geoid 1671,https://database.factgrid.de/entity/Q348773,Huelva Provincia
BETA geoid 1314,https://database.factgrid.de/entity/Q348518,Guadalajara Provincia
BETA geoid 1676,https://database.factgrid.de/entity/Q350205,Málaga Provincia
BETA geoid 1560,https://database.factgrid.de/entity/Q349724,León Provincia
BETA geoid 1673,https://database.factgrid.de/entity/Q349864,Lleida Provincia
BETA geoid 1548,https://database.factgrid.de/entity/Q348937,Jaén Provincia
BETA geoid 1086,https://database.factgrid.de/entity/Q348374,Gipuzkoa Provincia
BETA geoid 1573,https://database.factgrid.de/entity/Q351957,Palencia Provincia
BETA geoid 1650,https://database.factgrid.de/entity/Q352564,Pontevedra Provincia
BETA geoid 1675,https://database.factgrid.de/entity/Q350110,Lugo Provincia
BETA geoid 1670,https://database.factgrid.de/entity/Q352758,Girona Provincia
BETA geoid 1677,https://database.factgrid.de/entity/Q351845,Ourense Provincia
BETA geoid 1254,https://database.factgrid.de/entity/Q352756,Ávila Provincia
BETA geoid 1277,https://database.factgrid.de/entity/Q352757,Cuenca Provincia
BETA geoid 1679,https://database.factgrid.de/entity/Q355085,Soria Provincia
BETA geoid 1271,https://database.factgrid.de/entity/Q353565,Salamanca Provincia
BETA geoid 1680,https://database.factgrid.de/entity/Q355302,Tarragona Provincia
BETA geoid 1681,https://database.factgrid.de/entity/Q355372,Teruel Provincia
BETA geoid 1505,https://database.factgrid.de/entity/Q354808,Segovia Provincia
BETA geoid 1090,https://database.factgrid.de/entity/Q355442,Toledo Provincia
BETA geoid 1310,https://database.factgrid.de/entity/Q356100,Valencia Provincia
BETA geoid 1541,https://database.factgrid.de/entity/Q354936,Sevilla Provincia
BETA geoid 1644,https://database.factgrid.de/entity/Q357419,Zaragoza Provincia
BETA geoid 1359,https://database.factgrid.de/entity/Q356129,Valladolid Provincia
BETA geoid 1683,https://database.factgrid.de/entity/Q357407,Zamora Provincia
BETA geoid 1316,https://database.factgrid.de/entity/Q533558,Reino de Francia
BETA geoid 1464,https://database.factgrid.de/entity/Q346211,Castrojeriz
BETA geoid 1375,https://database.factgrid.de/entity/Q345736,Cantabria
BETA geoid 2144,https://database.factgrid.de/entity/Q345736,Cantabria
BETA geoid 2450,https://database.factgrid.de/entity/Q780035,Merindad de Uribe
BETA geoid 2770,https://database.factgrid.de/entity/Q780036,Cabo Bojador
BETA geoid 1784,https://database.factgrid.de/entity/Q780037,Valle de Somorrostro
BETA geoid 2656,https://database.factgrid.de/entity/Q780038,Valle del Lozoya
BETA geoid 2842,https://database.factgrid.de/entity/Q780039,Península itálica
BETA geoid 1292,https://database.factgrid.de/entity/Q780041,Patriarcado de las Indias Occidentales
BETA geoid 1409,https://database.factgrid.de/entity/Q780042,Patriarcado latino de Alejandría
BETA geoid 1993,https://database.factgrid.de/entity/Q780043,Araviana
BETA geoid 2265,https://database.factgrid.de/entity/Q780044,Esgueva
BETA geoid 1568,https://database.factgrid.de/entity/Q780045,Imperio romano
BETA geoid 1099,https://database.factgrid.de/entity/Q780285,Principado de Cataluña
BETA geoid 1411,https://database.factgrid.de/entity/Q780135,Nueva España
BETA geoid 2664,https://database.factgrid.de/entity/Q780137,Virreinato del Perú
BETA geoid 1755,https://database.factgrid.de/entity/Q780138,"Parroquia de San Mateo, Cáceres"
BETA geoid 2034,https://database.factgrid.de/entity/Q780139,Valpuesta
BETA geoid 1224,https://database.factgrid.de/entity/Q780286,Provincia de Oviedo
BETA geoid 2409,https://database.factgrid.de/entity/Q780611,Señorío de Villagarcía de Campos
BETA geoid 1426,https://database.factgrid.de/entity/Q892217,Salerno (archidiócesis)
BETA geoid 1408,https://database.factgrid.de/entity/Q743447,Reino de Nápoles
BETA geoid 1318,https://database.factgrid.de/entity/Q703900,Reino de Valencia
BETA geoid 1162,https://database.factgrid.de/entity/Q703782,Reino de Castilla
BETA geoid 1750,https://database.factgrid.de/entity/Q703807,Reino de Mallorca
BETA geoid 2421,https://database.factgrid.de/entity/Q703810,Reino de Sicilia
BETA geoid 1025,https://database.factgrid.de/entity/Q83880,Córdoba
BETA geoid 1032,https://database.factgrid.de/entity/Q88386,Málaga
BETA geoid 1016,https://database.factgrid.de/entity/Q91137,Salamanca
BETA geoid 1097,https://database.factgrid.de/entity/Q93860,Zamora
BETA geoid 1028,https://database.factgrid.de/entity/Q92866,Valladolid
BETA geoid 1030,https://database.factgrid.de/entity/Q140578,Burgos
BETA geoid 1508,https://database.factgrid.de/entity/Q343186,Agón
BETA geoid 1031,https://database.factgrid.de/entity/Q344057,Arévalo
BETA geoid 1109,https://database.factgrid.de/entity/Q344768,Benavente
BETA geoid 1107,https://database.factgrid.de/entity/Q343291,Alarcón
BETA geoid 1506,https://database.factgrid.de/entity/Q344289,Atienza
BETA geoid 1558,https://database.factgrid.de/entity/Q346727,Consuegra
BETA geoid 1539,https://database.factgrid.de/entity/Q347205,Dosbarrios
BETA geoid 1561,https://database.factgrid.de/entity/Q348165,Fuentes de la Alcarria
BETA geoid 1562,https://database.factgrid.de/entity/Q348933,Jaca
BETA geoid 2907,https://database.factgrid.de/entity/Q701530,Senorío de Albornoz
BETA geoid 1552,https://database.factgrid.de/entity/Q349333,La Rioja
BETA geoid 2906,https://database.factgrid.de/entity/Q355854,Uharte Arakil
BETA geoid 1134,https://database.factgrid.de/entity/Q10427,Múnich
BETA geoid 1177,https://database.factgrid.de/entity/Q140561,Berry
BETA geoid 1176,https://database.factgrid.de/entity/Q153595,Borgoña
BETA geoid 2136,https://database.factgrid.de/entity/Q217715,Hertford
BETA geoid 2443,https://database.factgrid.de/entity/Q140523,Normandía
BETA geoid 2137,https://database.factgrid.de/entity/Q217757,Warwickshire
BETA geoid 2232,https://database.factgrid.de/entity/Q217734,Northamptonshire
BETA geoid 2365,https://database.factgrid.de/entity/Q217750,Somerset
BETA geoid 2413,https://database.factgrid.de/entity/Q217727,Middlesex
BETA geoid 2465,https://database.factgrid.de/entity/Q217754,Surrey
BETA geoid 1624,https://database.factgrid.de/entity/Q219565,Flandes
BETA geoid 1170,https://database.factgrid.de/entity/Q140509,Auvergne
BETA geoid 1049,https://database.factgrid.de/entity/Q140562,Franche-Comté
BETA geoid 1178,https://database.factgrid.de/entity/Q140512,Borbón
BETA geoid 1595,https://database.factgrid.de/entity/Q140503,Anjou
BETA geoid 1802,https://database.factgrid.de/entity/Q153261,Diócesis de Metz
BETA geoid 1488,https://database.factgrid.de/entity/Q153598,Gascuña
BETA geoid 2025,https://database.factgrid.de/entity/Q164665,Archidiócesis de Narbonne
BETA geoid 2337,https://database.factgrid.de/entity/Q393432,Moravia
BETA geoid 1653,https://database.factgrid.de/entity/Q395481,Andalucia
BETA geoid 1639,https://database.factgrid.de/entity/Q235559,Casa de Saxe-Coburg y Gotha-Koháry
BETA geoid 1485,https://database.factgrid.de/entity/Q246440,Tierra Santa
BETA geoid 1037,https://database.factgrid.de/entity/Q266677,Francia (sud de)
BETA geoid 1949,https://database.factgrid.de/entity/Q395395,Archidiócesis de Siracusa
BETA geoid 1622,https://database.factgrid.de/entity/Q395398,Diócesis de Céfalu
BETA geoid 1920,https://database.factgrid.de/entity/Q395390,Archidiócesis de Catania
BETA geoid 1941,https://database.factgrid.de/entity/Q395391,Diócesis de Messina
BETA geoid 2390,https://database.factgrid.de/entity/Q550601,Ducado de Baviera
BETA geoid 1830,https://database.factgrid.de/entity/Q452041,Archidiócesis de Zaragoza
BETA geoid 2123,https://database.factgrid.de/entity/Q703898,Calabria
BETA geoid 1230,https://database.factgrid.de/entity/Q345201,Buenache de Alarcón
BETA geoid 2427,https://database.factgrid.de/entity/Q248758,Asia
BETA geoid 2482,https://database.factgrid.de/entity/Q540206,Antigua Atenas
BETA geoid 1702,https://database.factgrid.de/entity/Q354403,Santa Cruz de Mudela
BETA geoid 2844,https://database.factgrid.de/entity/Q343498,Aldeadávila de la Ribera
BETA geoid 2616,https://database.factgrid.de/entity/Q343757,Alquézar
BETA geoid 2771,https://database.factgrid.de/entity/Q344358,Babilafuente
BETA geoid 2090,https://database.factgrid.de/entity/Q344430,Bañares
BETA geoid 2406,https://database.factgrid.de/entity/Q344707,Bellpuig
BETA geoid 2827,https://database.factgrid.de/entity/Q348018,Fregenal de la Sierra
BETA geoid 2629,https://database.factgrid.de/entity/Q349407,La Vid y Barrios
BETA geoid 2605,https://database.factgrid.de/entity/Q351569,Ocentejo
BETA geoid 2796,https://database.factgrid.de/entity/Q351210,Navalpino
BETA geoid 1095,https://database.factgrid.de/entity/Q92901,Venezia
BETA geoid 1018,https://database.factgrid.de/entity/Q351639,Olivares
BETA geoid 1509,https://database.factgrid.de/entity/Q353556,Sahagún
BETA geoid 1566,https://database.factgrid.de/entity/Q355673,Tortosa
BETA geoid 1094,https://database.factgrid.de/entity/Q356225,Valverde de Júcar
BETA geoid 1507,https://database.factgrid.de/entity/Q355828,Turégano
BETA geoid 1096,https://database.factgrid.de/entity/Q356834,Villalpando
BETA geoid 1021,https://database.factgrid.de/entity/Q355242,Talavera de la Reina
BETA geoid 1504,https://database.factgrid.de/entity/Q356717,Villacastín
BETA geoid 1821,https://database.factgrid.de/entity/Q746427,Montenegro
BETA geoid 1308,https://database.factgrid.de/entity/Q876330,San Clemente
BETA geoid 1746,https://database.factgrid.de/entity/Q743446,Condado de Ampurias
BETA geoid 1433,https://database.factgrid.de/entity/Q747394,Condado de Foix
BETA geoid 2828,https://database.factgrid.de/entity/Q878870,Águila
BETA geoid 2832,https://database.factgrid.de/entity/Q743450,Urgel
BETA geoid 1370,https://database.factgrid.de/entity/Q745610,Campo de Alange
BETA geoid 1819,https://database.factgrid.de/entity/Q780405,Condado de Bridgewater
BETA geoid 2576,https://database.factgrid.de/entity/Q780404,Condado de Saceda
BETA geoid 2001,https://database.factgrid.de/entity/Q780509,Cid
BETA geoid 2590,https://database.factgrid.de/entity/Q744042,Ducado de Gallese
BETA geoid 2553,https://database.factgrid.de/entity/Q743774,Italia meridional
BETA geoid 1801,https://database.factgrid.de/entity/Q747482,Ducado de Coislin
BETA geoid 1734,https://database.factgrid.de/entity/Q892121,Osona
BETA geoid 1897,https://database.factgrid.de/entity/Q743449,Diócesis de Seo de Urgel
BETA geoid 1171,https://database.factgrid.de/entity/Q892250,Poitou
BETA geoid 2384,https://database.factgrid.de/entity/Q892251,Condado de Tepa
BETA geoid 2438,https://database.factgrid.de/entity/Q892253,Xiquena
BETA geoid 1725,https://database.factgrid.de/entity/Q918875,Estrecho de Gibraltar
BETA geoid 1770,https://database.factgrid.de/entity/Q780136,Virreinato de Nueva Granada
BETA geoid 1442,https://database.factgrid.de/entity/Q351967,Palma del Río
BETA geoid 1188,https://database.factgrid.de/entity/Q352078,Paredes de Nava
BETA geoid 1241,https://database.factgrid.de/entity/Q353180,Reus
BETA geoid 1242,https://database.factgrid.de/entity/Q355373,Teruel
BETA geoid 1189,https://database.factgrid.de/entity/Q356375,Viana
BETA geoid 1451,https://database.factgrid.de/entity/Q352219,Peñafiel
BETA geoid 1148,https://database.factgrid.de/entity/Q353336,Ripoll
BETA geoid 1144,https://database.factgrid.de/entity/Q353211,Ribadavia
BETA geoid 1151,https://database.factgrid.de/entity/Q354968,Simancas
BETA geoid 1175,https://database.factgrid.de/entity/Q355346,Tendilla
BETA geoid 1153,https://database.factgrid.de/entity/Q355299,Tarifa
BETA geoid 1465,https://database.factgrid.de/entity/Q352887,Quer
BETA geoid 1465,https://database.factgrid.de/entity/Q354221,Sanlúcar de Barrameda
BETA geoid 1455,https://database.factgrid.de/entity/Q355007,Sobradiel
BETA geoid 1472,https://database.factgrid.de/entity/Q357393,Zahara de la Sierra
BETA geoid 1307,https://database.factgrid.de/entity/Q353030,Rascafría
BETA geoid 1163,https://database.factgrid.de/entity/Q356054,Valderas
BETA geoid 1356,https://database.factgrid.de/entity/Q355474,Tordehumos
BETA geoid 1325,https://database.factgrid.de/entity/Q353268,Ricote
BETA geoid 1300,https://database.factgrid.de/entity/Q352461,Pinto
BETA geoid 1327,https://database.factgrid.de/entity/Q354396,Santa Cruz de la Zarza
BETA geoid 1261,https://database.factgrid.de/entity/Q351961,Palenzuela
BETA geoid 1358,https://database.factgrid.de/entity/Q356899,Villanubla
BETA geoid 1306,https://database.factgrid.de/entity/Q356760,Villafranca del Bierzo
BETA geoid 1346,https://database.factgrid.de/entity/Q355492,Torija
BETA geoid 1361,https://database.factgrid.de/entity/Q357390,Zafra
BETA geoid 1313,https://database.factgrid.de/entity/Q357161,Villaviciosa de Tajuña
BETA geoid 1301,https://database.factgrid.de/entity/Q356784,Villahermosa del Río
BETA geoid 1262,https://database.factgrid.de/entity/Q355480,Tordesillas
BETA geoid 1396,https://database.factgrid.de/entity/Q357153,Villaverde
BETA geoid 1147,https://database.factgrid.de/entity/Q649298,Marquesado de San Román
BETA geoid 1404,https://database.factgrid.de/entity/Q877813,Montesclaros
