BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA bioid 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<OFI,,BETA bioid 3930,,,,,,Dutton 1990-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<SEC,,BETA bioid 8026,,1516,,1547-05-10,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<OFI,,BETA bioid 6589,,1520-02-24,,1520-05-30,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<OFI,(caballerizo mayor),BETA bioid 1923,,,,,,Arteaga I:188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONTO,,BETA bioid 5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 8857,,,,,,Vicens Hualde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2120,BIOGRAPHY*NAME_CLASS*NATV,Álvaro de,Zúñiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*SANJUAN,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 1730,,,,,,BR II/1019,BIOGRAPHY*RELATED_INSCLASS*PRI,,BETA insid 1170,,,,,,Vicens 2017,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1989-08-02,FAULHABER,2024-08-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/%C3%81lvaro_de_Z%C3%BA%C3%B1iga_y_Guzm%C3%A1n,Wikipedia,2024-02-12,"Álvaro de Zúñiga, Orden de San Juan de Jerusalén"
BETA bioid 2120,BIOGRAPHY*NAME_CLASS*OTHR,Álvaro de,Estúñiga y Manrique de Lara,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 3771,,,,,,Wikipedia,,,,,,,,,,,BETA bibid 9036,,71,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*STEPSON,,BETA bioid 4303,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 6425,,,,,,Vicens Hualde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2259,BIOGRAPHY*NAME_CLASS*NATV,Andrés de,Burgos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1030,,1503,,1505,,BNE Datos,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 2629,,,,,,,,,,,,,,,,,"Aunque BNE Cat. delimita sus actividades al período 1541-1548, en el OPAC del mismo BNE se registran 21 impresos con el mismo nombre de impresor desde Burgos (1503-1505) hasta Évora (1567-1574), pasando por Granada (1518-1519) y Sevilla (1541-1548). Dados los saltos de actividad es muy probable que se trata de por lo menos dos personas diferentes",,1989-12-11,MOLL,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX5775925.html,BNE Datos,2024-07-13,"Andrés de Burgos, impresor Burgos (1503 - 1505)"
BETA bioid 2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1010,,1518,,1519,,BNE Datos,,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX5775925,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1003,,1541,,1548,,BNE Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1612,,1567,,1574,,BNE Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2285,BIOGRAPHY*NAME_CLASS*NATV,Alonso de,Melgar,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1480,?,,,DB~e,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1030,,1517,,1525,,BNE Cat.,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SONINLAW,,BETA bioid 2253,,,,,,Griffin 103,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VEA,BETA bibid 5321,,103,,,,,,,,,,,,,,,,,1989-12-11,MOLL,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q111271210,Wikidata,2024-02-29,"Alonso de Melgar, impresor Burgos (1517 - 1525)"
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,1030.0,,,1525-09,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q111271210,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://dbe.rah.es/biografias/60549/alonso-de-melgar,RAH DB~e,2024-02-29,
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 8309,,,60549/alonso-de-melgar,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://data.cerl.org/thesaurus/cni00098583,CERL,2024-07-13,
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 7119,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1028273.html,BNE Datos,2024-07-13,
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 5450,,,cni00098583,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://viaf.org/viaf/99778530,VIAF,2024-07-13,
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 5086,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9022,,,XX1028273,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 6783,,,99778530,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2770,BIOGRAPHY*NAME_CLASS*NATV,Pedro de,Portugal,,BIOGRAPHY*NAME_HONORIFIC*INFANTE,,,,,,,,BIOGRAPHY*TITLE*DUQUE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1115,,1415-09,,1449-05-20,,BITAGAP,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 1222,,1392-12-09,,,,BITAGAP,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 3758,,1392-12-09,,1433-08-14,,,,,,,,,,,,,BETA bibid 3335,,,1067 (bioid),,,,,,,,,,,,,,Para mayor información v. BITAGAP bioid 1067,,1990-06-05,MOLL,2024-03-17,FAULHABER,,,,,"Pedro de Portugal (infante), 1. duque de Coimbra [1415-09 - 1449-05-20]"
BETA bioid 2770,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1620,,1449-05-20,,,,BITAGAP,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 8065,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 51340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3153,BIOGRAPHY*NAME_CLASS*NATV,Francisco,Fernández de Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PRINTER,,BETA geoid 1028,,1541,,1570,,BNE,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 4039,,122,,,,,,,,,,,,,,,,,1991-06-22,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX924045.html,BNE Datos,2024-05-01,"Francisco Fernández de Córdoba, impresor Valladolid (1541 - 1570)"
BETA bioid 3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX924045,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3191,BIOGRAPHY*NAME_CLASS*NATV,Nicolás,Monardes,,,,,,,,,Wikipedia,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 1003,,1508,ca.,,,Wikipedia,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*PHYSICIAN,,BETA geoid 1003,,1508,ca.,1588,,BNE Datos,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*BAC,en medicina por,BETA insid 1181,,1533,,,,Wikipedia,,BETA bibid 2628,,3,,,,,,,,,,,,,,,,,1991-06-22,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Nicol%C3%A1s_Monardes,Wikipedia,2017-01-04,"Nicolás Monardes, médico Sevilla (1508 ca. - 1588)"
BETA bioid 3191,BIOGRAPHY*NAME_CLASS*OTHR,Nicolás de,Monardes,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1493,,,,BNE Datos,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*DCT,en medicina por la,BETA insid 1255,,1547,,,,Wikipedia,,BETA bibid 9022,,,XX896352,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX896352.html,BNE Datos,2023-07-13,
BETA bioid 3191,BIOGRAPHY*NAME_CLASS*OTHR,Nicolás Bautista,Monardes Alfaro,,,,,,,,,BNE Datos,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*RES,,,BETA geoid 1003,,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3191,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,,,1588-10-10,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,BIOGRAPHY*NAME_CLASS*NATV,Pedro,Fernández de Velasco y Solier,BIOGRAPHY*NAME_NUMBER*II,,,,,,,,,BIOGRAPHY*TITLE*CONDE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1076,,1430-05-22,,1470-02-25,,Franco 18,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1390,,,,DB~e,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*NOBLE,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 4166,,,,,,Franco 20,BIOGRAPHY*RELATED_INSCLASS*FUN,,BETA insid 1355,,,,,,,,BETA bibid 8921,,,,,,,,,,,,,,,,,"¿Es el poeta Pedro de Velasco?<br /><br />Funda el Hospital de la Vera Cruz en Medina de Pomar y le deja su importante biblioteca en 1455, inventariada en el catálogo editado por Paz y Melia y Lawrance 1984.<br /><br />Por lo tanto cualquier MS mencionado en ese inventario tiene por fuerza que ser anterior a 1455",,1991-06-22,FAULHABER,2024-08-09,FAULHABER,UNIVERSAL*INTERNET_CLASS*VIAF,https://viaf.org/viaf/71457923/,VIAF,2021-05-29,"Pedro Fernández de Velasco y Solier II, 1. conde de Haro [1430-05-22 - 1470-02-25]"
BETA bioid 3263,BIOGRAPHY*NAME_CLASS*PSNM,,,,,el Buen Conde de Haro,,,,,,"López de Haro, I:183",BIOGRAPHY*TITLE*SENOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1972,,,,1470-02-25,,Franco 18,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1399,ca.?,,,Perea 2004:108,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*HUSBAND,,BETA bioid 5398,,,,,,,BIOGRAPHY*RELATED_INSCLASS*FUN,,BETA insid 5360,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 6783,,,71457923,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://dbe.rah.es/biografias/16219/pedro-fernandez-de-velasco,RAH DB~e,2021-05-29,
BETA bioid 3263,,,,,,,,,,,,,BIOGRAPHY*TITLE*SENOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1119,,,,1470-02-25,,Franco 18,,"reunido con Juan II y la nobleza castellana, para tratar el destierro de Álvaro de Luna, en",,BETA geoid 1805,,1427-09-01,,1427-09-11,,{I}Halconero{/I}:12-13,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*GRANDSON,,BETA bioid 1550,,,,,,Franco 20,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,16219/pedro-fernandez-de-velasco,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q6068800,Wikidata,2021-05-29,
BETA bioid 3263,,,,,,,,,,,,,BIOGRAPHY*TITLE*SENOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1286,,,,1470-02-25,,Franco 18,,"recibe al condestable Don Álvaro, recién regresado de su destierro, en",,BETA geoid 1507,,1428-02-06,,,,{I}Halconero{/I}:18,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 6050,,,,,,Franco 27-28,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q6068800,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Pedro_Fern%C3%A1ndez_II_de_Velasco,Wikipedia,2009-11-25,
BETA bioid 3263,,,,,,,,,,,,,BIOGRAPHY*TITLE*CAMARERO,,,,,1419,ca.,1470-02-25,,Franco 18,,nombrado capitán de las tropas castellanas en contra de la invasíon que preparaban los infantes de Aragón,,,,1429-04,,,,{I}Halconero{/I}:34,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 6051,,,,,,Franco 27-28,,,,,,,,,,,BETA bibid 2313,I,"97, 147",,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,"en el real castellano, preparando la batalla contra los infantes de Aragón, en",,BETA geoid 1406,,1429-06-23,,1429-07-04,ca.,{I}Halconero{/I}:37-38,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 6053,,,,,,Franco 29,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 1715,,[1-2],,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,"en el despojo de los bienes de los infantes de Aragón, Juan II le concede la villa de",,BETA geoid 2010,,1429-08,,,,{I}Halconero{/I}:52,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 6052,,,,,,Franco 29,,,,,,,,,,,BETA bibid 4464,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,"Juan II le concede el título de conde de Haro, en una ceremonia celebrada en",,BETA geoid 1030,,1430-05-22,,,,{I}Halconero{/I}:61-62,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 6702,,,,,,Paulino,,,,,,,,,,,BETA bibid 1695,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,miembro del consejo del rey en las treguas de,,BETA geoid 2011,,1430-07,,1430-08,,{I}Halconero{/I}:68,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*RELATIVE,,BETA bioid 4317,,,,,,,,,,,,,,,,,BETA bibid 5238,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,vistas en contra del condestable Álvaro de Luna,,BETA geoid 1322,,1449-07-26,,,,Arteaga I:147,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONTO,,BETA bioid 1072,,1453,,1469,,,,,,,,,,,,,BETA bibid 5241,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,entrevista con Enrique IV en,,BETA geoid 1969,,1465,,,,Franco 25,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<SCR,,BETA bioid 2415,,1450-04-29,,,,Castro 401,,,,,,,,,,,BETA bibid 1669,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1972,,,,1470-02-25,,Franco 18,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 1252,,,,,,Wikipedia,,,,,,,,,,,BETA bibid 3922,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PRESO,,BETA bioid 1020,,1432-02,,,,Arteaga I:97,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 4450,,79-81,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 1308,,1449-07-26,,,,Arteaga I:147,,,,,,,,,,,BETA bibid 2774,,,"728, 968",,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*BROTHER,,BETA bioid 1511,,,,,,,,,,,,,,,,,BETA bibid 1806,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONSO,,BETA bioid 1018,,,,,,,,,,,,,,,,,BETA bibid 2639,,305n,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*<OFI,(mayordomo),BETA bioid 4241,,1450-04-29,,,,Castro 401,,,,,,,,,,,BETA bibid 1130,,401,372,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*IDENTO,,BETA bioid 1958,?,,,,,,,,,,,,,,,,BETA bibid 4106,I,183-84,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*PATRO-CLI,,BETA bioid 8818,,,,,,,,,,,,,,,,,BETA bibid 2291,,,,,,,,,,,,,,,,,,,,,,,,,,,
