BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA bioid 4636,BIOGRAPHY*NAME_CLASS*NATV,María de,Tovar,,,,,,,,,Egerton 292:3r,BIOGRAPHY*TITLE*DUQUESA,BIOGRAPHY*TITLE_NUMBER*2,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1119,,1482,,1527-11-30,,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*DIE,,,,,1527-11-30,,,,Wikipedia,,,,,,,,,,,BIOGRAPHY*SEX*F,BIOGRAPHY*RELATED_BIOCLASS*WIFE,,BETA bioid 1526,,1482,,,,Egerton 292:3r,,,,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1998-05-07,FAULHABER,2024-07-29,PEREA,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/%C3%8D%C3%B1igo_Fern%C3%A1ndez_de_Velasco_y_Mendoza,Wikipedia,2018-07-17,"María de Tovar, 2. duquesa de Frías [1482 - 1527-11-30]"
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*MOTHER,,BETA bioid 4635,,,,,,BL Egerton 292:3r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*MOTHER,,BETA bioid 7294,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*AMIGA,,BETA bioid 1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SISTER,,BETA bioid 4635,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*GRANDDAUGHTER,,BETA bioid 4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SISTERINLAW,,BETA bioid 2863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*MOTHERINLAW,,BETA bioid 5400,,,,,,Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*DAUGHTERINLAW,,BETA bioid 3934,,,,,,Fundación Medinaceli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*DAUGHTER,,BETA bioid 5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONFA,,BETA bioid 8852,,,,,,RAH DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,BIOGRAPHY*NAME_CLASS*NATV,Gonzalo,Pérez Gudiel,,BIOGRAPHY*NAME_HONORIFIC*CARDENAL,,,,,,,,BIOGRAPHY*TITLE*CARDENALOBISPO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1919,,1298-12-04,,1299-11-07,,DB~e,,Entrevista entre Alfonso X y Gregorio X en,,BETA geoid 2019,,1275,,,,{I}DHEE{/I} 974,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*NOT,,BETA bioid 1007,,,,,,{I}DHEE{/I} 974,BIOGRAPHY*RELATED_INSCLASS*FUN,a su ruego,BETA insid 1181,,1293-05-20,,,,{I}DHEE{/I} 974,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 9035,,151-68,,,,,,,,,,,,,,,Díaz Ibánez 2002 señala que Gonzalo Pérez Gudiel (BETA bioid 4930) y Gonzalo García Gudiel (BETA bioid 4931) eran parientes,,2001-02-23,CUELLAR,2024-08-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://dbe.rah.es/biografias/14182/gonzalo-petrez,RAH DB~e,2021-06-16,"Gonzalo Pérez Gudiel (cardenal), cardenal obispo de Sede suburbicaria de Albano [1298-12-04 - 1299-11-07]"
BETA bioid 4930,BIOGRAPHY*NAME_CLASS*OTHR,Gonzalo,Pétrez,,,,,,,,,DB~e,BIOGRAPHY*TITLE*ARZOBISPO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1717,,1280-05-03,?,1298-12-04,,{I}DHEE{/I} 2570,,Bodas de Sancho IV y María de Molina en,,BETA geoid 1006,,1284-05,,,,{I}DHEE{/I} 974,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*COLABDR,,BETA bioid 1023,,,,,,{I}DHEE{/I} 974,BIOGRAPHY*RELATED_INSCLASS*STU,de la,BETA insid 1073,,,,,,DB~e,BIOGRAPHY*RELATED_BIBCLASS*VIDOB,BETA bibid 9031,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q2420654,Wikidata,2021-06-18,
BETA bioid 4930,BIOGRAPHY*NAME_CLASS*OTHR,Gonzalo,García Gudiel,,,,,,,,,{I}DHEE{/I} 974,BIOGRAPHY*TITLE*OBISPO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1815,,1275-09-21,?,1280-05-15,?,{I}DHEE{/I} 294,,Apertura de las tumbas reales en,,BETA geoid 1006,,1289-11-21,,,,{I}DHEE{/I} 974,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*COLABDR,,BETA bioid 2844,,,,,,{I}DHEE{/I} 974,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8309,,,14182/gonzalo-petrez,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Anexo:Obispos_de_Cuenca,Wikipedia,2024-08-12,
BETA bioid 4930,BIOGRAPHY*NAME_CLASS*OTHR,Gonzalo,Rodríguez Hinojosa,,,,,,,,,{I}DHEE{/I} 347,BIOGRAPHY*TITLE*OBISPO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1874,,1272-10-22,,1275-09-27,?,DB~e,,Sepultura de Sancho IV en,,BETA geoid 1006,,1295-04-25,,1295-04-26,,{I}DHEE{/I} 974,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 4932,,,,,,{I}DHEE{/I} 974,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q2420654,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,BIOGRAPHY*NAME_CLASS*OTHR,Gonzalo,Rodríguez Inojosa,,,,,,,,,{I}DHEE{/I} 2570,BIOGRAPHY*TITLE*NOTARIOMAYOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1162,,1270,,,,DB~e,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 1196,,1299-11-07,,,,DB~e,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 4933,,,,,,{I}DHEE{/I} 974,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 1936,I,"294, 347, 655",,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,BIOGRAPHY*TITLE*ARCEDIANO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1717,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*EMB,(a Francia),BETA bioid 1007,,,,,,{I}DHEE{/I} 655,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 1936,II,974-75,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,BIOGRAPHY*TITLE*DEAN,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1717,,,,,,{I}DHEE{/I} 974,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*BROTHER,,BETA bioid 1011,,,,,,DB~e,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 1936,IV,2570,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,BIOGRAPHY*TITLE*ARCEDIANO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1400,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CLIENTE,,BETA bioid 5630,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*CONTO,,BETA bioid 4901,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8249,,553,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ENEMIGO,,BETA bioid 5633,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*RELATIVE,,BETA bioid 4931,,,,,,Díaz Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*GRANDFATHER,,BETA bioid 1645,?,,,,,Martínez Caviró 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5401,BIOGRAPHY*NAME_CLASS*NATV,Beatriz de,Velasco,,,,,,,,,Perea,BIOGRAPHY*TITLE*MARQUESA,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2007,,1484,,1515,ca.,Perea,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*F,BIOGRAPHY*RELATED_BIOCLASS*DAUGHTER,,BETA bioid 1252,,,,,,Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-22,PEREA,2021-05-31,FAULHABER,,,,,"Beatriz de Velasco, 1. marquesa de Aguilar [1484 - 1515 ca.]"
BETA bioid 5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*DAUGHTER,,BETA bioid 2868,,,,,,Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SISTER,,BETA bioid 4585,,,,,,Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*WIFE,,BETA bioid 5400,,,,,,Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SISTER,,BETA bioid 5406,,,,,,Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SISTER,,BETA bioid 5407,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5751,BIOGRAPHY*NAME_CLASS*NATV,Pedro,Armengol,,BIOGRAPHY*NAME_HONORIFIC*SAN,,,,,,,{I}DHEE{/I} 95,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,BETA geoid 1048,,1230,ca.,,,{I}DHEE{/I} 95,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*OMIN,,,,,,,,{I}DHEE{/I} 95,BIOGRAPHY*SEX*M,,,,,,,,,,BIOGRAPHY*RELATED_INSCLASS*COM,,BETA insid 11259,,,,,,Wikipedia,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 1936,I,95,,,,,,,,,,,,,,,"“Casi toda la vida de este santo mercedario corresponde al generalato de fray Pedro de Amer (1271-1301). Es verosímil que naciera el año 1230, en Barcelona, o en algún lugar del feudo de los condes de Urgel. El apellido Armengol y los escudos de la familia confirman que pertenecía a la noble casa de los condes de Urgel, sin ser hijo de ninguno de ellos.” ({I}DHEE{/I} 95)<br /><br />“ingresa más tarde en la Orden de Nuestra Señora de la Merced…Y llega a la cima del sacerdocio y llega a ser redentor de cautivos. Realizó cuatro redenciones. En una de estas redenciones fue condenado a la horca y suspendido en el patíbulo. Una intervención milagrosa de la Virgen de la Merced logra salvarlo de la muerte en patíbulo, aunque conservó siempre Armengol en su cuello las cicatrices del martirio” ({I}DHEE{/I} 95)",,2003-07-01,PARK,2024-08-30,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://ca.wikipedia.org/wiki/Sant_Pere_Ermengol,Wikipedia,2024-08-30,"Pedro Armengol (San), OM: Mínimo"
BETA bioid 5751,BIOGRAPHY*NAME_CLASS*OTHR,Pedro de,Amer,,,,?,,,,,{I}DHEE{/I} 95,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*DIE,,,BETA geoid 2038,,1304-05-27,,,,{I}DHEE{/I} 95,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERICREGULAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5770,BIOGRAPHY*NAME_CLASS*NATV,Diego,Sánchez Palomeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 1645,,,,,,{I}DHEE{/I} 753,,,,,,,,,,,BETA bibid 1936,II,753,,,,,,,,,,,,,,,,,2003-07-28,PARK,2024-08-13,FAULHABER,,,,,"Diego Sánchez Palomeque, padre de Gonzalo Díaz Palomeque, arzobispo de Toledo"
BETA bioid 5770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*HUSBAND,,BETA bioid 5771,,,,,,{I}DHEE{/I} 753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*IDENTO,,BETA bioid 8856,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5855,BIOGRAPHY*NAME_CLASS*NATV,Domingo Valentín,Guerra,,,,,,,,,,BIOGRAPHY*TITLE*OBISPO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1728,,1728,,1742,,WIkipedia,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 4402,,,,,,,,,,,,,,,,,,,2005-03-01,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Anexo:Obispos_de_Segovia,Wikipedia,2019-10-09,"Domingo Valentín Guerra, obispo de Segovia [1728 - 1742]"
BETA bioid 5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 1004,14,149,9754,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1007784.html,BNE Datos,2024-07-13,
BETA bioid 5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 5020,,,MSS/9754,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX1007784,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,BIOGRAPHY*NAME_CLASS*NATV,Pedro de,Zúñiga y Manrique de Lara,,,,,,,,,Wikipedia,BIOGRAPHY*TITLE*CONDE,BIOGRAPHY*TITLE_NUMBER*2,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 2090,,1480,,1484,,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1430,,,,Vicens Hualde,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*SANTIAGO,,,,,,,,Vicens Hualde,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*GRANDSON,,BETA bioid 3273,,,,,,Moya,BIOGRAPHY*RELATED_INSCLASS*PRI,,BETA insid 5412,,,,,,Vicens Hualde,,BETA bibid 9036,,71-72,,,,,,,,,,,,,,,,,2005-12-13,MOYA,2024-08-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Pedro_de_Z%C3%BA%C3%B1iga_y_Manrique_de_Lara,Wikipedia,2014-08-30,"Pedro de Zúñiga y Manrique de Lara, 2. conde de Bañares [1480 - 1484]"
BETA bioid 5881,BIOGRAPHY*NAME_CLASS*NATV,Pedro de,Estúñiga,,,,,,,,,Wikipedia,BIOGRAPHY*TITLE*CONDE,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1225,,1475,,1484,,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*DIE,,,,,1484,,,,Vicens Hualde,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*SON,,BETA bioid 3771,,,,,,Moya,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4636,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,,,,,,,,,,,,,BIOGRAPHY*TITLE*JUSTICIAMAYOR,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1162,,1476,,1484,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*HUSBAND,,BETA bioid 5882,,1454,,,,Moya,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 4572,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*DISCIPLO,,BETA bioid 1072,,1448,,,,Moya 2014,,,,,,,,,,,BETA bibid 6706,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*HUSBAND,,BETA bioid 5882,,1454,,,,Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*ASOCIADO,,BETA bioid 1076,,1454,ca.,,,Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*STEPBROTHER,,BETA bioid 2032,,,,,,DB~e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIOCLASS*FATHER,,BETA bioid 8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 6132,BIOGRAPHY*NAME_CLASS*NATV,Martín,Vázquez Siruela,,BIOGRAPHY*NAME_HONORIFIC*DR,,,,,,,,BIOGRAPHY*TITLE*RACIONERO,,BIOGRAPHY*TITLE_CONNECTOR*DE,BETA geoid 1718,,,,,,BNE MSS/2076,,,,,,,,,,,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*CLERICSECULAR,,BETA geoid 1003,,1600,,1664,,Bautista 2020,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 1004,V,493,2076,,,,,,,,,,,,,,,,2010-01-15,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.bne.es/es/Catalogos/InventarioManuscritos/docs/invgenmss05x1x.pdf,BNE,2024-07-13,"Martín Vázquez Siruela (Dr.), racionero de Sevilla"
BETA bioid 6132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 5020,,,MSS/2076,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1148368.html,BNE Datos,2024-07-13,
BETA bioid 6132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 8402,,,4,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 6132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX1148368,,,,,,,,,,,,,,,,,,,,,,,,
BETA bioid 6223,BIOGRAPHY*NAME_CLASS*NATV,Bonifacio,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,,BETA bibid 9022,,,XX1536658,,,,,,,,,,,,,,,,2011-05-06,FAULHABER,2024-07-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://datos.bne.es/persona/XX1536658.html,BNE Datos,2024-07-13,Bonifacio García
